date,longitude,latitude,apparentTemperatureMinTime,temperatureMinTime,cloudCover,temperatureMin,summary,dewPoint,apparentTemperatureMax,temperatureMax,temperatureMaxTime,windBearing,moonPhase,visibility,sunsetTime,pressure,apparentTemperatureMin,precipIntensityMax,icon,apparentTemperatureMaxTime,humidity,windSpeed,time,precipIntensity,sunriseTime,precipProbability
01/01/2010,-87.583008,41.0586352,1262350800,1262350800,0.21,2.24,"Partly cloudy starting in the afternoon, continuing until evening.",1.56,0.55,14.12,1262376000,276,0.53,9.58,1262385212,1025.85,-11.41,0,partly-cloudy-day,1262376000,0.76,9.26,1262325600,0,1262351801,0
01/01/2010,-88.1564942,41.0586352,1262350800,1262390400,0.14,-0.61,"Mostly cloudy starting in the afternoon, continuing until evening.",0.1,-4.84,10.48,1262376000,282,0.53,9.98,1262385350,,-14.7,,partly-cloudy-day,1262376000,0.8,9.2,1262325600,,1262351939,
01/01/2010,-88.7299804,41.0586352,1262350800,1262390400,0.17,-0.98,"Mostly cloudy starting in the afternoon, continuing until evening.",-0.23,-5.01,10.33,1262379600,287,0.53,9.97,1262385488,1031.7,-14.7,,partly-cloudy-day,1262379600,0.8,9.43,1262325600,,1262352076,
01/01/2010,-89.3034666,41.0586352,1262408400,1262350800,0.16,0.19,"Mostly cloudy starting in the afternoon, continuing until evening.",-0.86,-1.35,11.53,1262376000,292,0.53,9.82,1262385625,1030.62,-12.78,0,partly-cloudy-day,1262376000,0.75,6.49,1262325600,0,1262352214,0
01/01/2010,-89.8769528,41.0586352,1262408400,1262408400,0.15,0.41,Mostly cloudy until afternoon.,-1.75,-3.12,10.79,1262376000,296,0.53,9.87,1262385763,1030.62,-12.84,0,partly-cloudy-day,1262376000,0.74,7.6,1262325600,0,1262352352,0
01/01/2010,-87.583008,41.5158988,1262347200,1262350800,0.2,5.07,"Mostly cloudy starting in the afternoon, continuing until evening.",3.09,5.78,18.42,1262376000,277,0.53,9.52,1262385126,1026.19,-6.12,0,partly-cloudy-day,1262376000,0.69,8.12,1262325600,0,1262351887,0
01/01/2010,-88.1564942,41.5158988,1262390400,1262390400,0.16,1.27,"Mostly cloudy starting in the afternoon, continuing until evening.",1.04,-1.38,11.71,1262376000,273,0.53,9.87,1262385264,1027.68,-9.77,0,partly-cloudy-day,1262376000,0.78,6.27,1262325600,0,1262352025,0
01/01/2010,-88.7299804,41.5158988,1262343600,1262390400,0.19,-2.66,Partly cloudy until evening.,-0.4,-5.97,10.25,1262379600,291,0.53,9.77,1262385402,1028.05,-16.64,0,partly-cloudy-day,1262379600,0.81,10.85,1262325600,0,1262352162,0
01/01/2010,-89.3034666,41.5158988,1262350800,1262350800,0.21,-2.92,"Mostly cloudy starting in the afternoon, continuing until evening.",-1.71,-3.1,10.43,1262379600,282,0.53,9.74,1262385540,,-14.91,0,partly-cloudy-day,1262379600,0.79,6.91,1262325600,0,1262352300,0
01/01/2010,-89.8769528,41.5158988,1262408400,1262350800,0.15,-2.36,Mostly cloudy until afternoon.,-2.71,-4.74,9.98,1262379600,288,0.53,9.71,1262385677,1030.82,-15.28,0,partly-cloudy-day,1262379600,0.77,8.69,1262325600,0,1262352438,0
01/01/2010,-87.583008,41.9731624,1262354400,1262354400,0.29,7.82,Mostly cloudy until evening.,4.51,3.87,17.65,1262376000,293,0.53,9.68,1262385039,1026.95,-7.76,0,partly-cloudy-day,1262376000,0.69,13.06,1262325600,0,1262351974,0
01/01/2010,-88.1564942,41.9731624,1262390400,1262354400,0.22,3.3,Mostly cloudy until evening.,1.47,1.56,14.22,1262376000,295,0.53,9.66,1262385177,1027.3,-11.19,0,partly-cloudy-day,1262376000,0.73,9.27,1262325600,0,1262352112,0
01/01/2010,-88.7299804,41.9731624,1262354400,1262350800,0.13,-0.86,"Partly cloudy starting in the afternoon, continuing until evening.",-0.57,-5.12,10.17,1262379600,290,0.53,9.87,1262385315,1028.48,-17.95,0,partly-cloudy-day,1262379600,0.81,11.08,1262325600,0,1262352250,0
01/01/2010,-89.3034666,41.9731624,1262347200,1262350800,0.24,-2.33,Mostly cloudy until evening.,-1.64,-3.2,10.21,1262379600,286,0.53,9.64,1262385452,1029.03,-14.36,0,partly-cloudy-day,1262379600,0.79,6.82,1262325600,0,1262352387,0
01/01/2010,-89.8769528,41.9731624,1262343600,1262350800,0.2,-1.98,Mostly cloudy until afternoon.,-1.4,-1.69,10.49,1262379600,285,0.53,9.49,1262385590,,-14.06,,partly-cloudy-day,1262379600,0.79,6.96,1262325600,,1262352525,
01/02/2010,-87.583008,40.144108,1262494800,1262491200,0.05,-1.06,Clear throughout the day.,-0.55,-3.51,9.69,1262462400,301,0.57,10,1262471830,1031.56,-16.66,0,clear-day,1262462400,0.79,10.07,1262412000,0,1262438039,0
01/02/2010,-88.1564942,40.144108,1262491200,1262491200,0.02,-3.06,Clear throughout the day.,-2.87,-6.47,7.14,1262462400,299,0.57,10,1262471967,1032.62,-18.22,0,clear-day,1262462400,0.79,10.12,1262412000,0,1262438176,0
01/02/2010,-88.7299804,40.144108,1262437200,1262437200,0.09,-2.07,Partly cloudy in the morning.,-4.39,-6.64,6.55,1262462400,304,0.57,9.64,1262472105,1033.2,-18.49,0,partly-cloudy-night,1262462400,0.75,8.51,1262412000,0,1262438314,0
01/02/2010,-89.3034666,40.144108,1262444400,1262494800,0.06,-1.77,Partly cloudy in the morning.,-4.23,-2.35,7.95,1262462400,301,0.57,9.74,1262472243,1033.96,-14.26,0,partly-cloudy-night,1262462400,0.74,5.56,1262412000,0,1262438452,0
01/02/2010,-89.8769528,40.144108,1262437200,1262437200,0,-5.29,Clear throughout the day.,-5.83,-3.04,7.5,1262466000,308,0.57,10,1262472380,1034.17,-18.11,0,clear-day,1262466000,0.73,6.14,1262412000,0,1262438589,0
01/02/2010,-87.583008,40.6013716,1262494800,1262494800,0.07,-2.37,Clear throughout the day.,-1.68,-4.56,9.51,1262476800,298,0.57,10,1262471747,1031.34,-17.27,0,clear-day,1262476800,0.77,9.52,1262412000,0,1262438121,0
01/02/2010,-88.1564942,40.6013716,1262494800,1262494800,0.01,-3.78,Clear throughout the day.,-3.45,-7.63,6.67,1262462400,296,0.57,10,1262471884,1032.62,-19.41,0,clear-day,1262462400,0.8,9.46,1262412000,0,1262438259,0
01/02/2010,-88.7299804,40.6013716,1262437200,1262494800,0,-3.5,Clear throughout the day.,-4.03,-7,6.24,1262462400,302,0.57,10,1262472022,1035.22,-19.25,0,clear-day,1262462400,0.79,8.8,1262412000,0,1262438397,0
01/02/2010,-89.3034666,40.6013716,1262437200,1262437200,0,-3.83,Clear throughout the day.,-5.83,-5.47,6.66,1262466000,305,0.57,9.93,1262472160,1034.37,-17.9,0,clear-day,1262466000,0.74,6.55,1262412000,0,1262438534,0
01/02/2010,-89.8769528,40.6013716,1262433600,1262437200,0,-6.5,Clear throughout the day.,-7.67,-4.26,6.14,1262466000,309,0.57,9.95,1262472298,1034.25,-19.28,0,clear-day,1262466000,0.73,5.28,1262412000,0,1262438672,0
01/02/2010,-87.583008,41.0586352,1262430000,1262494800,0.26,0.25,Partly cloudy throughout the day.,-0.9,2.43,13.06,1262476800,291,0.57,9.11,1262471663,1029.06,-17.5,0,partly-cloudy-night,1262476800,0.72,9.26,1262412000,0,1262438205,0
01/02/2010,-88.1564942,41.0586352,1262494800,1262494800,0.01,-4.2,Clear throughout the day.,-3.83,-2.38,8.29,1262476800,298,0.57,10,1262471800,,-16.84,,clear-day,1262476800,0.77,7.64,1262412000,,1262438343,
01/02/2010,-88.7299804,41.0586352,1262491200,1262494800,0,-6.05,Clear throughout the day.,-5.14,-8.14,6.03,1262462400,297,0.57,9.95,1262471938,1035.22,-20.41,,clear-day,1262462400,0.79,8.11,1262412000,,1262438481,
01/02/2010,-89.3034666,41.0586352,1262433600,1262437200,0,-5.56,Clear throughout the day.,-6.45,-5.41,6.74,1262466000,301,0.57,9.76,1262472076,1034.36,-19.9,0,clear-day,1262466000,0.74,5.84,1262412000,0,1262438618,0
01/02/2010,-89.8769528,41.0586352,1262433600,1262433600,0,-7.22,Clear throughout the day.,-7.45,-3.77,6.07,1262466000,306,0.57,9.9,1262472214,1034.37,-18.77,0,clear-day,1262466000,0.74,5.04,1262412000,0,1262438756,0
01/02/2010,-87.583008,41.5158988,1262430000,1262437200,0.29,6.28,Mostly cloudy throughout the day.,-0.79,3.73,14.67,1262476800,302,0.57,9.68,1262471577,1030.09,-12.99,0,partly-cloudy-night,1262476800,0.61,10.3,1262412000,0,1262438291,0
01/02/2010,-88.1564942,41.5158988,1262433600,1262491200,0,-1.45,Clear throughout the day.,-3.55,-0.07,9.67,1262476800,299,0.57,10,1262471715,1031.83,-11.86,0,clear-day,1262476800,0.73,6.15,1262412000,0,1262438429,0
01/02/2010,-88.7299804,41.5158988,1262487600,1262491200,0,-5.83,Clear throughout the day.,-5.63,-4.93,6.7,1262476800,311,0.57,10,1262471853,1032.19,-22.99,0,clear-day,1262476800,0.78,9.27,1262412000,0,1262438566,0
01/02/2010,-89.3034666,41.5158988,1262437200,1262487600,0,-5.54,Clear throughout the day.,-7.06,-8.62,5.14,1262476800,310,0.57,9.91,1262471990,,-22.36,0,clear-day,1262476800,0.75,6.66,1262412000,0,1262438704,0
01/02/2010,-89.8769528,41.5158988,1262426400,1262494800,0,-7.97,Clear throughout the day.,-7.99,-8.65,4.96,1262476800,303,0.57,10,1262472128,1034.88,-21.25,0,clear-day,1262476800,0.76,6.39,1262412000,0,1262438842,0
01/02/2010,-87.583008,41.9731624,1262440800,1262440800,0.24,4.49,Partly cloudy throughout the day.,-1.41,-5.22,12.23,1262412000,306,0.57,9.94,1262471490,1031.15,-13.02,0,partly-cloudy-night,1262412000,0.64,14.63,1262412000,0,1262438378,0
01/02/2010,-88.1564942,41.9731624,1262440800,1262440800,0.11,0.09,Partly cloudy overnight.,-4.26,-1.82,10.98,1262476800,315,0.57,9.98,1262471628,1031.52,-16.9,0,partly-cloudy-night,1262476800,0.67,10.53,1262412000,0,1262438515,0
01/02/2010,-88.7299804,41.9731624,1262487600,1262437200,0,-5.45,Clear throughout the day.,-6.21,-5.34,6.31,1262476800,315,0.57,10,1262471766,1032.68,-21.08,0,clear-day,1262476800,0.76,9.28,1262412000,0,1262438653,0
01/02/2010,-89.3034666,41.9731624,1262437200,1262494800,0,-5.02,Clear throughout the day.,-6.85,-7.89,5.85,1262476800,318,0.57,10,1262471903,1033.29,-21.22,0,clear-day,1262476800,0.73,7.18,1262412000,0,1262438791,0
01/02/2010,-89.8769528,41.9731624,1262437200,1262494800,0,-7.7,Clear throughout the day.,-6.83,-7.41,5.77,1262476800,308,0.57,10,1262472041,,-19.53,,clear-day,1262476800,0.75,6.11,1262412000,,1262438928,
01/03/2010,-87.583008,40.144108,1262498400,1262509200,0.44,-0.43,Mostly cloudy until evening.,0.46,1.4,14.43,1262548800,314,0.61,10,1262558281,1030.84,-17.78,0,partly-cloudy-day,1262548800,0.74,8.79,1262498400,0,1262524442,0
01/03/2010,-88.1564942,40.144108,1262505600,1262509200,0.12,-2.91,Partly cloudy in the evening.,-2.82,-2.62,10.95,1262548800,311,0.61,10,1262558418,1031.78,-18.6,0,partly-cloudy-night,1262548800,0.74,8.68,1262498400,0,1262524579,0
01/03/2010,-88.7299804,40.144108,1262509200,1262523600,0.09,-5.41,Partly cloudy overnight.,-4.49,-7.09,9.7,1262563200,317,0.61,9.48,1262558556,1032.36,-18.8,0,partly-cloudy-night,1262563200,0.73,7.54,1262498400,0,1262524717,0
01/03/2010,-89.3034666,40.144108,1262512800,1262523600,0.05,-4.83,Partly cloudy overnight.,-4.27,-0.24,10.04,1262552400,308,0.61,9.63,1262558694,1033.13,-15.48,0,partly-cloudy-night,1262552400,0.73,5.17,1262498400,0,1262524855,0
01/03/2010,-89.8769528,40.144108,1262509200,1262509200,0.04,-4.41,Clear throughout the day.,-5.17,-0.34,10.33,1262552400,322,0.61,10,1262558831,1033.33,-16.68,0,clear-day,1262552400,0.71,5.43,1262498400,0,1262524992,0
01/03/2010,-87.583008,40.6013716,1262498400,1262498400,0.38,-2.42,Partly cloudy until evening.,-0.63,0.48,13.13,1262548800,305,0.61,9.99,1262558198,1030.64,-18.27,0,partly-cloudy-day,1262548800,0.74,8.33,1262498400,0,1262524524,0
01/03/2010,-88.1564942,40.6013716,1262505600,1262498400,0.09,-4.34,Clear throughout the day.,-3.02,-6.88,10.5,1262563200,305,0.61,10,1262558336,1031.78,-20.41,0,clear-day,1262563200,0.77,8.33,1262498400,0,1262524662,0
01/03/2010,-88.7299804,40.6013716,1262509200,1262523600,0.01,-5.49,Clear throughout the day.,-4.04,-3.91,9.62,1262548800,319,0.61,10,1262558474,1033.99,-21.89,0,clear-day,1262548800,0.77,8.38,1262498400,0,1262524799,0
01/03/2010,-89.3034666,40.6013716,1262498400,1262523600,0,-6.44,Clear throughout the day.,-5.3,-2.78,10,1262548800,322,0.61,10,1262558611,1033.63,-19.43,0,clear-day,1262548800,0.73,6.36,1262498400,0,1262524937,0
01/03/2010,-89.8769528,40.6013716,1262498400,1262523600,0,-6.85,Clear throughout the day.,-6.74,-1.96,9.95,1262552400,322,0.61,10,1262558749,1033.5,-19.26,0,clear-day,1262552400,0.72,5,1262498400,0,1262525075,0
01/03/2010,-87.583008,41.0586352,1262498400,1262498400,0.55,-1.01,Partly cloudy throughout the day.,1.93,3.89,15.8,1262559600,291,0.61,9.02,1262558115,1028.75,-15.18,0,partly-cloudy-day,1262559600,0.74,8.41,1262498400,0,1262524608,0
01/03/2010,-88.1564942,41.0586352,1262498400,1262498400,0.16,-5.34,"Partly cloudy starting in the afternoon, continuing until evening.",-2.18,0.91,12.19,1262548800,304,0.61,10,1262558252,,-19.83,,partly-cloudy-day,1262548800,0.77,6.65,1262498400,,1262524745,
01/03/2010,-88.7299804,41.0586352,1262498400,1262498400,0.01,-7.38,Clear throughout the day.,-4.33,-2.84,10.24,1262548800,315,0.61,10,1262558390,1033.99,-22.72,,clear-day,1262548800,0.78,6.74,1262498400,,1262524883,
01/03/2010,-89.3034666,41.0586352,1262502000,1262523600,0,-7.62,Clear throughout the day.,-5.22,-2.88,10.03,1262548800,322,0.61,10,1262558528,1033.61,-21.43,0,clear-day,1262548800,0.74,5.13,1262498400,0,1262525021,0
01/03/2010,-89.8769528,41.0586352,1262498400,1262523600,0,-7.88,Clear throughout the day.,-6.57,-1.32,10.19,1262552400,333,0.61,10,1262558666,1033.6,-32.33,0,clear-day,1262552400,0.73,4.7,1262498400,0,1262525158,0
01/03/2010,-87.583008,41.5158988,1262527200,1262498400,0.74,7.74,Mostly cloudy throughout the day.,3.2,8.52,20.04,1262556000,304,0.61,9.61,1262558030,1029.73,-6.14,0,partly-cloudy-night,1262556000,0.63,9.71,1262498400,0,1262524693,0
01/03/2010,-88.1564942,41.5158988,1262512800,1262523600,0.06,-1.69,Clear throughout the day.,-1.39,4.53,13.93,1262552400,308,0.61,10,1262558167,1031.56,-15.61,0,clear-day,1262552400,0.72,5.68,1262498400,0,1262524830,0
01/03/2010,-88.7299804,41.5158988,1262498400,1262523600,0.04,-5.96,Clear throughout the day.,-3.56,-1.13,11.32,1262552400,326,0.61,10,1262558305,1031.92,-20.71,0,clear-day,1262552400,0.77,7.93,1262498400,0,1262524968,0
01/03/2010,-89.3034666,41.5158988,1262523600,1262516400,0.02,-8.87,Clear throughout the day.,-5.26,-1.44,11.08,1262545200,330,0.61,10,1262558443,,-20.58,0,clear-day,1262545200,0.76,6.19,1262498400,0,1262525106,0
01/03/2010,-89.8769528,41.5158988,1262498400,1262505600,0.01,-10.24,Clear throughout the day.,-7.18,-1.82,10.81,1262552400,335,0.61,10,1262558581,1034.48,-28.8,0,clear-day,1262552400,0.73,6.26,1262498400,0,1262525243,0
01/03/2010,-87.583008,41.9731624,1262527200,1262527200,0.48,4.32,Partly cloudy throughout the day.,2.47,5.28,19.23,1262552400,308,0.61,9.84,1262557943,1030.81,-12.43,0,partly-cloudy-night,1262552400,0.66,14.03,1262498400,0,1262524779,0
01/03/2010,-88.1564942,41.9731624,1262523600,1262523600,0.26,-2.38,Partly cloudy starting in the evening.,-1.66,3.23,15.96,1262552400,319,0.61,9.95,1262558081,1031.24,-18.12,0,partly-cloudy-night,1262552400,0.69,9.95,1262498400,0,1262524917,0
01/03/2010,-88.7299804,41.9731624,1262527200,1262523600,0.05,-7.91,Clear throughout the day.,-3.98,-4.76,11.15,1262563200,327,0.61,10,1262558219,1032.49,-23.85,0,clear-day,1262563200,0.77,8.95,1262498400,0,1262525054,0
01/03/2010,-89.3034666,41.9731624,1262523600,1262516400,0.07,-8.69,Partly cloudy in the morning.,-5.46,-1.75,11.32,1262552400,334,0.61,10,1262558356,1033.22,-22.36,0,partly-cloudy-day,1262552400,0.74,6.98,1262498400,0,1262525192,0
01/03/2010,-89.8769528,41.9731624,1262509200,1262516400,0.04,-9.01,Clear throughout the day.,-6.22,-1.23,11.28,1262548800,328,0.61,10,1262558494,,-20.22,,clear-day,1262548800,0.73,5.63,1262498400,,1262525330,
01/04/2010,-87.583008,40.144108,1262602800,1262610000,0.41,1.87,Mostly cloudy throughout the day.,3.44,-2.01,13.03,1262631600,295,0.65,9.94,1262644733,1027.03,-14.48,0,partly-cloudy-day,1262631600,0.82,11.39,1262584800,0,1262610843,0
01/04/2010,-88.1564942,40.144108,1262610000,1262606400,0.2,-0.42,"Partly cloudy starting in the afternoon, continuing until evening.",1.38,-4.8,11.71,1262635200,293,0.65,10,1262644871,1028.28,-16.82,0,partly-cloudy-night,1262635200,0.81,12.8,1262584800,0,1262610980,0
01/04/2010,-88.7299804,40.144108,1262613600,1262610000,0.2,-0.6,"Partly cloudy starting in the afternoon, continuing until evening.",-0.48,1.87,12.92,1262649600,295,0.65,9.95,1262645009,1028.99,-15.43,0,partly-cloudy-night,1262649600,0.77,10.89,1262584800,0,1262611118,0
01/04/2010,-89.3034666,40.144108,1262613600,1262610000,0.15,-0.97,"Mostly cloudy starting in the afternoon, continuing until evening.",-0.66,5.94,15.14,1262649600,289,0.65,9.96,1262645146,1030.03,-13.64,0,partly-cloudy-day,1262649600,0.74,7.36,1262584800,0,1262611255,0
01/04/2010,-89.8769528,40.144108,1262613600,1262610000,0.02,-2.66,Clear throughout the day.,-2.46,-2.77,11.19,1262635200,296,0.65,9.99,1262645284,1030.38,-16.99,0,clear-day,1262635200,0.75,8.31,1262584800,0,1262611393,0
01/04/2010,-87.583008,40.6013716,1262610000,1262606400,0.34,1.86,Partly cloudy throughout the day.,3.14,-0.78,13.5,1262635200,292,0.65,9.78,1262644651,1026.77,-13.01,0,partly-cloudy-night,1262635200,0.81,11.25,1262584800,0,1262610924,0
01/04/2010,-88.1564942,40.6013716,1262610000,1262606400,0.12,-0.33,Partly cloudy in the afternoon.,1.47,-3.62,12.33,1262635200,292,0.65,9.95,1262644789,1028.28,-16.73,0,partly-cloudy-day,1262635200,0.82,12.3,1262584800,0,1262611062,0
01/04/2010,-88.7299804,40.6013716,1262610000,1262599200,0.1,-0.32,"Partly cloudy starting in the afternoon, continuing until evening.",1.18,6.88,17.75,1262649600,295,0.65,10,1262644927,1030.4,-16.51,0,partly-cloudy-day,1262649600,0.81,11.44,1262584800,0,1262611200,0
01/04/2010,-89.3034666,40.6013716,1262613600,1262599200,0.06,-1.16,"Partly cloudy starting in the afternoon, continuing until evening.",-1.04,7.7,15.86,1262649600,297,0.65,9.99,1262645065,1030.35,-16.38,0,partly-cloudy-day,1262649600,0.77,8.92,1262584800,0,1262611337,0
01/04/2010,-89.8769528,40.6013716,1262613600,1262610000,0.03,-3.69,Clear throughout the day.,-3.52,-4.89,9.16,1262635200,301,0.65,9.91,1262645202,1030.29,-17.96,0,clear-day,1262635200,0.76,7.7,1262584800,0,1262611475,0
01/04/2010,-87.583008,41.0586352,1262595600,1262599200,0.51,5.15,Partly cloudy throughout the day.,5.93,6.49,17.68,1262635200,289,0.65,9.16,1262644568,1024.29,-8.17,0,partly-cloudy-day,1262635200,0.77,9.45,1262584800,0,1262611008,0
01/04/2010,-88.1564942,41.0586352,1262595600,1262599200,0.22,0.7,Partly cloudy until afternoon.,3.22,1.51,14.84,1262635200,295,0.65,9.92,1262644706,,-13.55,,partly-cloudy-day,1262635200,0.8,9.77,1262584800,,1262611145,
01/04/2010,-88.7299804,41.0586352,1262599200,1262599200,0.11,-1.19,Partly cloudy starting in the evening.,1.77,0.62,11.94,1262649600,296,0.65,10,1262644844,1030.4,-16.47,,partly-cloudy-night,1262649600,0.8,11.24,1262584800,,1262611283,
01/04/2010,-89.3034666,41.0586352,1262613600,1262599200,0.04,-0.57,Clear throughout the day.,-0.78,-1.2,11.23,1262628000,296,0.65,10,1262644981,1030.34,-15.92,0,clear-day,1262628000,0.77,8.13,1262584800,0,1262611420,0
01/04/2010,-89.8769528,41.0586352,1262584800,1262610000,0.03,-3.2,Clear throughout the day.,-3.26,-0.73,8.37,1262649600,301,0.65,9.86,1262645119,1030.43,-19.95,0,clear-day,1262649600,0.77,7.52,1262584800,0,1262611558,0
01/04/2010,-87.583008,41.5158988,1262602800,1262606400,0.8,10.38,Mostly cloudy throughout the day.,6.78,7.71,19.39,1262638800,295,0.65,9.6,1262644484,1025.36,-2.16,0,partly-cloudy-day,1262638800,0.68,9.34,1262584800,0,1262611092,0
01/04/2010,-88.1564942,41.5158988,1262595600,1262595600,0.39,1.84,Mostly cloudy throughout the day.,4.61,4.29,16.74,1262631600,289,0.65,10,1262644621,1026.81,-10.03,0,partly-cloudy-night,1262631600,0.77,7.41,1262584800,0,1262611230,0
01/04/2010,-88.7299804,41.5158988,1262595600,1262595600,0.35,-0.43,Partly cloudy until afternoon.,3.22,-1.09,14.27,1262635200,304,0.65,9.99,1262644759,1027.19,-16.37,0,partly-cloudy-day,1262635200,0.81,11.97,1262584800,0,1262611367,0
01/04/2010,-89.3034666,41.5158988,1262592000,1262592000,0.13,-0.6,Partly cloudy starting in the evening.,0.78,-2.12,11.74,1262628000,301,0.65,10,1262644897,,-14.21,0,partly-cloudy-night,1262628000,0.79,9.16,1262584800,0,1262611505,0
01/04/2010,-89.8769528,41.5158988,1262584800,1262592000,0.01,-3.96,Clear throughout the day.,-3.53,-5.13,10.08,1262638800,298,0.65,9.9,1262645035,1030.99,-19.1,0,clear-day,1262638800,0.74,8.65,1262584800,0,1262611643,0
01/04/2010,-87.583008,41.9731624,1262592000,1262599200,0.83,10.48,Mostly cloudy throughout the day.,6.54,4.89,18.36,1262664000,302,0.65,9.88,1262644398,1026.13,-5.5,0,partly-cloudy-day,1262664000,0.7,13.68,1262584800,0,1262611178,0
01/04/2010,-88.1564942,41.9731624,1262599200,1262592000,0.62,5.09,Mostly cloudy throughout the day.,4.78,4.22,17.36,1262635200,308,0.65,9.96,1262644536,1026.45,-10.32,0,partly-cloudy-day,1262635200,0.72,10.91,1262584800,0,1262611316,0
01/04/2010,-88.7299804,41.9731624,1262592000,1262595600,0.33,-0.74,Partly cloudy in the afternoon.,2.84,-2.07,13.93,1262635200,305,0.65,10,1262644673,1027.81,-16.42,0,partly-cloudy-day,1262635200,0.81,12.04,1262584800,0,1262611453,0
01/04/2010,-89.3034666,41.9731624,1262599200,1262592000,0.34,0.02,Partly cloudy throughout the day.,1.21,-1.85,12.74,1262635200,307,0.65,10,1262644811,1028.59,-13.68,0,partly-cloudy-day,1262635200,0.78,9.53,1262584800,0,1262611591,0
01/04/2010,-89.8769528,41.9731624,1262610000,1262592000,0.08,-1.11,Clear throughout the day.,-0.81,-0.79,12.23,1262638800,299,0.65,10,1262644949,,-13.96,,clear-day,1262638800,0.76,8.21,1262584800,,1262611728,
01/05/2010,-87.583008,40.144108,1262696400,1262696400,0.4,2.56,Mostly cloudy until evening.,4.15,-1.41,14.29,1262721600,270,0.68,9.37,1262731187,1025.37,-12.5,0,partly-cloudy-day,1262721600,0.83,9.5,1262671200,0,1262697241,0
01/05/2010,-88.1564942,40.144108,1262696400,1262696400,0.29,-0.39,Mostly cloudy until afternoon.,0.98,11.26,11.26,1262736000,274,0.68,9.03,1262731325,1026.41,-17.09,0,partly-cloudy-day,1262736000,0.81,10.59,1262671200,0,1262697379,0
01/05/2010,-88.7299804,40.144108,1262689200,1262689200,0.1,-0.3,Partly cloudy until afternoon.,1.67,13.41,13.41,1262736000,279,0.68,9.56,1262731463,1026.94,-15.6,0,partly-cloudy-day,1262736000,0.75,9.08,1262671200,0,1262697517,0
